x;y;z;State_predicted
-12.659716836;-17.645500979;27.027956513;healthy
-13.058579567;-17.605885029;28.290622911;healthy
-13.422364004;-17.433831177;29.559115447;healthy
-13.743281378;-17.122941629;30.811124222;healthy
-14.013654198;-16.670805114;32.022771424;healthy
-14.226226271;-16.079607821;33.16963608;healthy
-14.374496795;-15.35648362;34.227950974;healthy
-14.453055741;-14.51352837;35.175873363;healthy
-14.457893552;-13.567436038;35.994707099;healthy
-14.38665695;-12.538759682;36.669946687;healthy
-14.238825169;-11.450850763;37.192027788;healthy
-14.015787217;-10.328575913;37.55670284;healthy
-13.720810312;-9.196941651;37.765009114;healthy
-13.358900819;-8.079767811;37.822850121;healthy
-12.936570179;-6.998537749;37.740259249;healthy
-12.461527584;-5.971521373;37.530447945;healthy
-11.942327087;-5.013223389;37.208754817;healthy
-11.387998792;-4.134163292;36.79160682;healthy
-10.807691952;-3.340954159;36.295583235;healthy
-10.210352928;-2.636619865;35.736644014;healthy
-9.604454283;-2.021076957;35.129553005;healthy
-8.997784097;-1.491706912;34.487498995;healthy
-8.397297922;-1.043953562;33.821896795;healthy
-7.809030373;-0.671894982;33.142337784;healthy
-7.238059542;-0.368755446;32.456653835;healthy
-6.688515214;-0.127338226;31.771058849;healthy
-6.163621055;0.059627501;31.09033609;healthy
-5.665761171;0.199223331;30.418045572;healthy
-5.196562411;0.298153742;29.75673227;healthy
-4.756985118;0.362622506;29.108122063;healthy
-4.347416508;0.398261272;28.473297531;healthy
-3.967762286;0.410098638;27.852849793;healthy
-3.617533412;0.402559283;27.247005491;healthy
-3.295925997;0.379484295;26.655730023;healthy
-3.001893173;0.344165582;26.078809263;healthy
-2.734208473;0.299388769;25.515912601;healthy
-2.491520693;0.247480418;24.966640312;healthy
-2.272400605;0.190356507;24.430558122;healthy
-2.075380036;0.129570068;23.907221625;healthy
-1.898984027;0.066356541;23.396192817;healthy
-1.741756782;0.00167599;22.897050683;healthy
-1.60228216;-0.063748335;22.409397411;healthy
-1.479199454;-0.129395279;21.932861478;healthy
-1.37121512;-0.194914933;21.467098596;healthy
-1.277111105;-0.260101541;21.011791254;healthy
-1.19575034;-0.324869953;20.566647414;healthy
-1.126079909;-0.389235385;20.13139875;healthy
-1.067132347;-0.453296214;19.705798727;healthy
-1.018025457;-0.517219508;19.289620695;healthy
-0.977960981;-0.581229041;18.882656141;healthy
-0.946222425;-0.64559549;18.484713159;healthy
-0.922172271;-0.710628596;18.095615188;healthy
-0.905248777;-0.776671025;17.715200041;healthy
-0.894962556;-0.844093744;17.343319232;healthy
-0.890893051;-0.913292696;16.97983759;healthy
-0.892685023;-0.984686626;16.624633175;healthy
-0.900045151;-1.058715883;16.277597471;healthy
-0.91273881;-1.13584209;15.938635875;healthy
-0.930587072;-1.21654855;15.607668478;healthy
-0.95346399;-1.301341296;15.284631141;healthy
-0.981294175;-1.390750705;14.969476894;healthy
-1.014050697;-1.485333588;14.662177682;healthy
-1.051753329;-1.585675711;14.362726476;healthy
-1.094467119;-1.692394685;14.071139807;healthy
-1.142301324;-1.806143171;13.787460769;healthy
-1.195408672;-1.927612367;13.511762549;healthy
-1.253984968;-2.057535724;13.244152566;healthy
-1.318269028;-2.196692851;12.984777301;healthy
-1.388542934;-2.34591356;12.733827933;healthy
-1.465132584;-2.50608198;12.491546876;healthy
-1.548408536;-2.678140694;12.25823539;healthy
-1.638787108;-2.863094776;12.03426239;healthy
-1.736731722;-3.062015641;11.820074657;healthy
-1.842754435;-3.276044549;11.616208629;healthy
-1.957417644;-3.506395572;11.423304023;healthy
-2.081335879;-3.754357784;11.242119507;healthy
-2.215177631;-4.021296378;11.07355071;healthy
-2.359667131;-4.308652295;10.918650844;healthy
-2.515585944;-4.617939891;10.778654223;healthy
-2.68377426;-4.950742008;10.655002991;healthy
-2.86513168;-5.308701675;10.549377296;healthy
-3.060617279;-5.693509481;10.463729141;healthy
-3.271248655;-6.106885425;10.400320045;healthy
-3.498099597;-6.550553808;10.361762468;healthy
-3.742295934;-7.026209415;10.351064775;healthy
-4.005009012;-7.535472896;10.371679155;healthy
-4.287446123;-8.07983292;10.427551453;healthy
-4.590837067;-8.660572242;10.52317123;healthy
-4.916415881;-9.278674532;10.663619493;healthy
-5.265396573;-9.934708484;10.854610384;healthy
-5.638941526;-10.628685612;11.102521656;healthy
-6.038121053;-11.359888285;11.414406905;healthy
-6.463862431;-12.126665115;11.797980318;healthy
-6.916886646;-12.926192063;12.261562114;healthy
-7.397631079;-13.754199784;12.813970088;healthy
-7.906156576;-14.604671228;13.464339933;healthy
-8.442037748;-15.469518586;14.22185476;healthy
-9.004236215;-16.338255832;15.09536331;healthy
-9.590957784;-17.197692391;16.092867627;healthy
-10.199496553;-18.031684897;17.220865981;healthy
-10.82607162;-18.820996833;18.483547184;healthy
-11.465665637;-19.543328587;19.881849679;healthy
-12.111878673;-20.173590372;21.412424184;healthy
-12.756815609;-20.684493569;23.066571965;healthy
-13.391029846;-21.047527077;24.829269603;healthy
-14.003549624;-21.234358704;26.678429685;healthy
-14.582014351;-21.218653092;28.584575483;healthy
-15.11294545;-20.978226609;30.511113561;healthy
-15.582167943;-20.49737205;32.415357754;healthy
-15.975384271;-19.769096779;34.250381464;healthy
-16.278881272;-18.796950263;35.967653232;healthy
-16.480326791;-17.596098428;37.520258915;healthy
-16.569588522;-16.193355458;38.866364619;healthy
-16.479292587;-27.814682669;39.631273079;broken
-19.199786206;-41.165450521;42.995080815;broken
-24.471545642;-57.477740994;51.037334745;broken
-32.393032527;-76.962352018;67.170898861;broken
-43.089669204;-97.31549997;95.701813364;broken
-56.103868588;-111.03340172;138.391304998;broken
-69.28695654;-104.385279324;185.918394053;broken
-72.094822362;-12.469408553;189.143973337;broken
-67.324789258;74.422219076;145.025220183;broken
-55.985028591;126.240123705;85.390893339;broken
-41.407016407;144.241288013;35.788409913;broken
-26.555152054;144.741936984;4.275770673;broken
-12.851384931;141.144887862;-10.326704047;broken
-0.531683107;139.852707471;-10.701259604;broken
10.699068139;142.04642512;1.685148985;broken
21.206856697;145.374495915;26.312687958;broken
31.140267835;144.631846739;61.782346174;broken
40.219594147;132.605093945;103.130907272;broken
47.610434131;102.928132298;140.134405754;broken
52.035849984;55.424634313;160.217415417;broken
52.306952731;-0.345883549;156.654706973;broken
48.094725828;-49.844019347;134.134864333;broken
40.259626214;-83.628866923;104.338385176;broken
10.526387861;-80.967265307;89.72944304;broken
-11.432088899;-83.81962646;90.695511996;broken
-28.805097914;-91.745544885;105.065495662;broken
-43.910805187;-99.068160942;132.021907042;broken
-57.148570568;-96.436845747;166.254094393;broken
-66.577756611;-75.290376694;193.941770343;broken
-68.668785431;-38.462923452;200.590402724;broken
-61.419378556;-2.487560669;186.835261431;broken
-47.275742263;19.78418506;165.402398974;broken
-31.181359706;28.955972829;145.829260348;broken
-16.748399897;31.113217704;130.771902678;broken
-5.261611673;30.980989366;119.703521129;broken
3.436612577;30.96123572;111.616872395;broken
10.042522131;32.029769207;105.856089918;broken
15.319461429;34.487393265;102.178794865;broken
19.91976507;38.326312839;100.65705403;broken
24.337336535;43.34333816;101.580218588;broken
28.898776925;49.10458641;105.348062176;broken
33.748171201;54.827441525;112.284680598;broken
38.807196079;59.267761844;122.30088302;broken
43.717731862;60.786839493;134.428785753;broken
47.814317694;57.841440742;146.516628605;broken
50.220827225;49.939345969;155.640682461;broken
50.153271724;38.449665936;159.446523851;broken
47.344406335;26.231532585;157.476514103;broken
42.277316635;16.052176964;151.147411462;broken
35.983283114;9.260400668;142.527495025;broken
29.569791327;5.749717492;133.245585634;broken
23.852973606;4.702737226;124.193976042;broken
19.256916875;5.251453624;115.729840279;broken
15.895605695;6.769774961;107.949556259;broken
13.705406319;8.914012588;100.86668404;broken
12.555471824;11.56807316;94.497245898;broken
12.318496144;14.777156952;88.897710345;broken
12.908574738;18.696978324;84.190825376;broken
14.297791599;23.558398089;80.599241612;broken
16.520337156;29.634542985;78.497746037;broken
19.667746555;37.186248919;78.487538753;broken
23.872187123;46.344524846;81.477897213;broken
29.265548176;56.865727371;88.707867693;broken
35.889591183;67.692230074;101.519918614;broken
43.522224517;76.370468611;120.530266141;broken
51.405803099;78.831406206;143.9498069;broken
57.987947845;70.801582391;166.046662388;broken
61.063220136;51.649155965;178.879421841;broken
58.803844735;27.300717741;178.366189014;broken
51.243094256;6.434957031;167.686157112;broken
40.489141322;-6.471390016;153.069422515;broken
29.218613801;-12.279569093;138.769903071;broken
19.259049906;-13.840677346;126.275950609;broken
11.315115366;-13.573889386;115.618625302;broken
5.341754225;-12.936192186;106.432952272;broken
0.955047087;-12.667922279;98.389170804;broken
-2.314465561;-13.114844856;91.285610238;broken
-4.906556592;-14.451055946;85.036857398;broken
-7.197236437;-16.809174662;79.655275547;broken
-9.504101611;-20.350486653;75.254986383;broken
-12.107234021;-25.296452546;72.086107967;broken
-15.272646467;-31.925705771;70.604398712;broken
-19.2693807;-40.518121659;71.5786765;broken
-24.36907853;-51.193461991;76.214435285;broken
-30.806930561;-63.546748664;86.185199638;broken
-38.664486906;-75.972357083;103.24949571;broken
-47.618375748;-84.793208733;127.841919025;broken
-56.540335665;-84.186366674;156.375792512;broken
-63.175383107;-69.171663237;179.659303939;broken
-64.614490338;-41.914773169;187.911156226;broken
-59.166558218;-13.221559682;180.138650007;broken
-48.139758569;6.963748983;164.006431915;broken
-34.914916757;16.965331575;147.021873214;broken
-22.463657157;20.248015629;132.405484164;broken
-12.212855688;20.516459843;120.514691507;broken
-4.357819961;20.09137115;110.815824582;broken
1.509985906;20.138223082;102.784843811;broken
5.980762828;21.183564248;96.123793129;broken
9.629435169;23.469694674;90.754549135;broken
12.95109745;27.140892827;86.790244249;broken
16.356648341;32.316193548;84.53858292;broken
20.186939191;39.07648787;84.537046204;broken
24.720430874;47.359259526;87.590877165;broken
30.15374975;56.72827807;94.735320742;broken
36.531636547;65.996157226;106.949331161;broken
43.60312151;72.811186938;124.362141352;broken
50.613057213;73.701682626;144.918574633;broken
56.154327312;65.511659744;163.528093199;broken
58.400087096;48.388816569;173.92528439;broken
55.997382169;27.428140427;173.226095649;broken
49.140764151;9.429156105;163.998727998;broken
39.60997822;-2.053547799;151.102761772;broken
29.610731976;-7.50983691;138.041448083;broken
20.701795443;-9.112766248;126.22514831;broken
13.546300637;-8.847522722;115.841527615;broken
8.171783031;-7.981891353;106.670216612;broken
4.294901179;-7.185161728;98.458630628;broken
1.539686081;-6.763804952;91.023739784;broken
-0.453151767;-6.843741374;84.252110575;broken
-1.986893272;-7.48437054;78.080251482;broken
-3.306287817;-8.744888027;72.481564305;broken
-4.611551867;-10.723138089;67.465209964;broken
-6.07833256;-13.580957666;63.088204237;broken
-7.878962586;-17.563810887;59.484695192;broken
-10.203326178;-23.015972425;56.921887076;broken
-13.278361277;-30.382251544;55.899131607;broken
-17.383294941;-40.165998818;57.311069012;broken
-22.851143871;-52.767254284;62.678179481;broken
-30.03101037;-68.038558405;74.344341971;broken
-39.152821899;-84.300413319;95.19809032;broken
-49.98824384;-96.743688889;126.778343123;broken
-61.209550651;-96.567955926;164.599276353;broken
-69.695567917;-75.388953472;194.343404467;broken
-71.06198045;-37.069892154;200.906509879;broken
-62.903879259;-0.084514659;185.948020875;broken
-47.827231755;22.088108851;163.612597174;broken
-31.04755001;30.756875114;143.756784973;broken
-16.21448798;32.554725717;128.800079357;broken
-4.509876693;32.323153986;118.016819255;broken
4.33005067;32.410390182;110.327605804;broken
11.069332153;33.71607987;105.075527133;broken
16.504551605;36.473216395;102.045680432;broken
21.297031155;40.603430283;101.344129784;broken
25.930566946;45.808217458;103.279765822;broken
30.701203069;51.513279154;108.220367126;broken
35.696101329;56.749619155;116.345834294;broken
40.748945607;60.094781917;127.249070663;broken
45.391946322;59.886712815;139.494802348;broken
48.87069028;54.913547709;150.548494298;broken
50.320976063;45.396941393;157.582887267;broken
49.139207742;33.404328718;158.948396338;broken
45.362836776;21.905837676;155.029936922;broken
39.733156992;13.138713157;147.630708719;broken
33.350490472;7.796053339;138.687633422;broken
27.21742556;5.406565975;129.509512582;broken
21.982819259;5.097846709;120.735989319;broken
17.930425847;6.099038375;112.595902292;broken
15.090892854;7.909938772;105.143685896;broken
13.367463874;10.290906886;98.393463957;broken
12.629090197;13.199808544;92.380364563;broken
12.7660626;16.731990042;87.191443734;broken
13.717885186;21.076590838;82.994159294;broken
15.483974543;26.482932445;80.077750481;broken
18.123724439;33.219306144;78.915072184;broken
21.746664048;41.493019175;80.241424781;broken
23.326372458;31.412251564;84.391478757;broken
23.973242787;20.345860661;86.493177269;broken
23.683052217;9.100718003;86.372251724;broken
22.51646548;-1.486782069;84.26182707;broken
20.596205676;-10.745129108;80.693770313;broken
18.088898893;-18.284546343;76.326324732;broken
15.179023274;-24.006641236;71.782850876;broken
12.044170113;-28.033212938;67.550389107;broken
8.837979469;-30.60531145;63.945401226;broken
5.682516196;-31.994551555;61.126756207;broken
2.668350776;-32.445745588;59.130105698;broken
-0.140776933;-32.151120416;57.904872532;broken
-2.701604412;-31.247582368;57.344917436;broken
-4.985282649;-29.827260048;57.311137773;broken
-6.97264084;-27.953633677;57.64778535;broken
-8.651120267;-25.678112154;58.195121421;broken
-10.013279618;-23.053869705;58.800384246;broken
-11.056526825;-20.14507655;59.327852683;broken
-11.783610803;-17.030674151;59.667654514;broken
-12.203375871;-13.80281043;59.742271621;broken
-12.331330636;-10.560992375;59.509618537;broken
-12.189703575;-7.403761158;58.962077239;broken
-11.806828182;-4.42001966;58.121710892;broken
-11.2158835;-1.681926701;57.032695412;broken
-10.453166956;0.759397611;55.752493029;broken
-9.556161791;2.874980938;54.343316248;broken
-8.561670372;4.656323412;52.865064918;broken
-7.50423087;6.111818327;51.3703609;broken
-6.414946934;7.26228078;49.901762701;broken
-5.320768717;8.136456244;48.490854149;broken
-4.24419072;8.767101339;47.158708592;broken
-3.203287355;9.18793132;45.917203469;broken
-2.211989861;9.431489249;44.770737593;broken
-1.280511532;9.527838318;43.718024469;broken
-0.415843544;9.503905523;42.753756178;broken
0.377736381;9.383290035;41.870031327;broken
1.098180673;9.186369312;41.057510338;broken
1.745235764;8.930570885;40.306304398;broken
2.08;3.37536;3.970832657;healthy
2.1836288;3.768123375;3.951947022;healthy
2.310388366;4.182461122;3.944943695;healthy
2.460154186;4.622434613;3.951760111;healthy
2.633136621;5.092033545;3.974720056;healthy
2.829848375;5.595200472;4.016594579;healthy
3.051076542;6.135840514;4.080674581;healthy
3.29785766;6.717814034;4.170855346;healthy
3.57145417;7.344909106;4.291733148;healthy
3.873330565;8.02078947;4.448713527;healthy
4.205127277;8.748912412;4.64812996;healthy
4.568630088;9.532409561;4.897370279;healthy
4.965732446;10.373922109;5.205006019;healthy
5.398387619;11.275380438;5.580916884;healthy
5.868547045;12.237716946;6.036398265;healthy
6.378080637;13.260500194;6.584234085;healthy
6.928674201;14.341479111;7.238709915;healthy
7.521698594;15.47602861;8.015532284;healthy
8.158044995;16.656493876;8.931609674;healthy
8.837920906;17.871441329;10.004639747;healthy
9.56060254;19.104841693;11.252437817;healthy
10.324141672;20.335236597;12.691936719;healthy
11.125029266;21.53497592;14.337793301;healthy
11.957824998;22.669658327;16.200558833;healthy
12.814771665;23.697958215;18.284418299;healthy
13.685426589;24.572069591;20.584584745;healthy
14.556358029;25.239024549;23.084553158;healthy
15.41097135;25.643126836;25.753566635;healthy
16.229543789;25.729650531;28.544801133;healthy
16.989552329;25.449765908;31.394886413;healthy
17.666369415;24.766365241;34.225382895;healthy
18.234369081;23.660106884;36.946658365;healthy
18.668428105;22.134665641;39.464218299;healthy
18.945727108;20.220004704;41.686976506;healthy
19.047669316;17.972604648;43.536344181;healthy
18.961664142;15.472064288;44.954577531;healthy
18.682496154;12.814257137;45.910765021;healthy
18.213037033;10.102067667;46.403250028;healthy
