x;y;z;State_predicted
17.564159483;7.435350178;46.458079438;healthy
16.753854739;4.901915523;46.123981588;healthy
15.805699602;2.57100253;45.465095263;healthy
14.746923836;0.489983073;44.552979176;healthy
13.606368575;-1.315744277;43.459295607;healthy
12.412599547;-2.840338688;42.250116074;healthy
11.192364488;-4.093555923;40.982247705;healthy
9.969490855;-5.096218674;39.70150611;healthy
8.764234093;-5.875886835;38.442559465;healthy
7.593024419;-6.463204612;37.229849366;healthy
6.468526096;-6.889127147;36.079112589;healthy
5.399913837;-7.183026225;34.999123073;healthy
4.393278632;-7.371554798;33.99339276;healthy
3.452091957;-7.478100303;33.061679662;healthy
2.577676577;-7.522654485;32.201236067;healthy
1.769650092;-7.521950992;31.407786594;healthy
1.026322005;-7.489755275;30.676258609;healthy
0.345035823;-7.437224473;30.001302887;healthy
-0.277545001;-7.373283065;29.377646435;healthy
-0.845204046;-7.304981661;28.800316912;healthy
-1.361986255;-7.237821643;28.26477266;healthy
-1.832053086;-7.176038449;27.76696591;healthy
-2.259571915;-7.1228426;27.303360571;healthy
-2.64863357;-7.080621;26.870920643;healthy
-3.003192565;-7.051102774;26.467080891;healthy
-3.327025381;-7.035494438;26.089707981;healthy
-3.623702906;-7.034589128;25.737057633;healthy
-3.896573804;-7.048854191;25.407731448;healthy
-4.148756235;-7.07850088;25.100635641;healthy
-4.383135806;-7.123539335;24.814942936;healthy
-4.602368088;-7.18382146;24.550058212;healthy
-4.808884358;-7.259073857;24.305588011;healthy
-5.004899518;-7.348922552;24.081313751;healthy
-5.192421361;-7.452910933;23.87716829;healthy
-5.373260527;-7.570512037;23.693215367;healthy
-5.549040647;-7.701136125;23.529631445;healthy
-5.721208286;-7.844134313;23.386689384;healthy
-5.891042368;-7.998798904;23.26474345;healthy
-6.059662891;-8.16436098;23.164215125;healthy
-6.228038738;-8.339985737;23.085579236;healthy
-6.396994498;-8.524766032;23.02934993;healthy
-6.567216221;-8.717714573;22.996066064;healthy
-6.739256089;-8.917755195;22.98627561;healthy
-6.913536017;-9.123713666;23.000518714;healthy
-7.090350229;-9.334308543;23.039309115;healthy
-7.269866894;-9.548142574;23.103113659;healthy
-7.452128949;-9.763695262;23.192329763;healthy
-7.637054254;-9.979317207;23.307260757;healthy
-7.82443529;-10.193226946;23.448089151;healthy
-8.013938622;-10.403511003;23.614848039;healthy
-8.205104413;-10.608127953;23.807390994;healthy
-8.397346296;-10.804917247;24.02536104;healthy
-8.589951972;-10.991613571;24.268159466;healthy
-8.7820849;-11.165867386;24.534915494;healthy
-8.972787499;-11.325272182;24.824458049;healthy
-9.160986274;-11.467398775;25.135291072;healthy
-9.345499274;-11.589836666;25.465574011;healthy
-9.525046265;-11.690242171;25.813109212;healthy
-9.698261938;-11.766392551;26.175338005;healthy
-9.863712387;-11.81624494;26.549347127;healthy
-10.019914991;-11.837998328;26.93188695;healthy
-10.165361658;-11.830156385;27.319402573;healthy
-10.298545236;-11.791588441;27.708078308;healthy
-10.417988692;-11.721585629;28.093895409;healthy
-10.522276447;-11.619908996;28.472702132;healthy
-10.610087051;-11.486826438;28.840294314;healthy
-10.680226202;-11.32313556;29.192503895;healthy
-10.731658951;-11.130170114;29.525291996;healthy
-10.763539844;-10.909788424;29.834842639;healthy
-10.77523973;-10.664343162;30.11765283;healthy
-10.766368005;-10.39663298;30.370614716;healthy
-10.736789203;-10.109837592;30.591085829;healthy
-10.686633074;-9.807439023;30.776944016;healthy
-10.61629755;-9.493132599;30.926624573;healthy
-10.526444354;-9.170731933;31.039138177;healthy
-10.41798736;-8.844072452;31.114069376;healthy
-10.292074167;-8.516918009;31.151556578;healthy
-10.150061675;-8.192874716;31.152255507;healthy
-9.993486718;-7.875315529;31.117288945;healthy
-9.824033023;-7.567318209;31.048186119;healthy
-9.643495838;-7.271618302;30.946815382;healthy
-9.453745635;-6.990577811;30.81531381;healthy
-9.256692209;-6.726169241;30.656017076;healthy
-9.054250372;-6.479973939;30.471392496;healthy
-8.848308257;-6.253193006;30.263977558;healthy
-8.640699037;-6.046668673;30.03632559;healthy
-8.433176608;-5.860913777;29.790959611;healthy
-8.227395581;-5.696147001;29.530334777;healthy
-8.024895695;-5.552331609;29.256809358;healthy
-7.827090568;-5.429215671;28.972623794;healthy
-7.635260576;-5.326372057;28.679887062;healthy
-7.450549495;-5.243236822;28.380569435;healthy
-7.273964481;-5.17914494;28.076500617;healthy
-7.106378918;-5.133362641;27.769372231;healthy
-6.948537615;-5.105115946;27.460743678;healthy
-6.801063882;-5.093615152;27.152050496;healthy
-6.664467983;-5.098075289;26.844614429;healthy
-6.539156568;-5.117732664;26.539654562;healthy
-6.425442656;-5.15185773;26.238298996;healthy
-6.323555861;-5.199764585;25.941596632;healthy
-6.233652559;-5.26081744;25.650528769;healthy
-6.15582575;-5.334434385;25.366020277;healthy
-6.090114441;-5.420088813;25.0889502;healthy
-6.03651239;-5.517308808;24.820161686;healthy
-5.994976104;-5.625674775;24.56047119;healthy
-5.965431998;-5.744815579;24.310676925;healthy
-5.947782684;-5.874403389;24.071566549;healthy
-5.94191234;-6.01414742;23.84392409;healthy
-5.947691147;-6.163786688;23.628536105;healthy
-5.96497879;-6.32308191;23.426197064;healthy
-5.99362704;-6.491806606;23.237713934;healthy
-6.033481405;-6.669737468;23.063909933;healthy
-6.08438189;-6.856644025;22.90562738;healthy
-6.146162861;-7.052277623;22.763729571;healthy
-6.218652042;-7.256359752;22.639101551;healthy
-6.301668659;-7.46856972;22.532649665;healthy
-6.395020744;-7.688531713;22.445299697;healthy
-6.498501621;-7.915801291;22.377993417;healthy
-6.611885595;-8.149851395;22.331683305;healthy
-6.734922859;-8.390057989;22.307325207;healthy
-6.867333669;-8.635685503;22.305868673;healthy
-7.008801816;-8.885872323;22.328244686;healthy
-7.158967456;-9.139616638;22.375350544;healthy
-7.317419391;-9.395763057;22.448031643;healthy
-7.483686884;-9.652990495;22.547059968;healthy
-7.657231173;-9.90980195;22.673109178;healthy
-7.837436835;-10.164516897;22.826726255;healthy
-8.02360324;-10.41526713;23.008299864;healthy
-8.214936351;-10.659996984;23.218025707;healthy
-8.410541202;-10.896468943;23.455869433;healthy
-8.609415421;-11.122275654;23.721527884;healthy
-8.81044424;-11.334859368;24.014389794;healthy
-9.01239745;-11.53153972;24.333497365;healthy
-9.213928832;-11.709550557;24.677510479;healthy
-9.41357857;-11.866086281;25.044675606;healthy
-9.609779187;-11.99835771;25.432801739;healthy
-9.800865469;-12.103656967;25.83924581;healthy
-9.985088788;-12.17943029;26.260910109;healthy
-10.160636109;-12.223356924;26.694254014;healthy
-10.325653774;-12.233431517;27.135322021;healthy
-10.478275993;-12.208046741;27.579789416;healthy
-10.616657653;-12.146072222;28.0230261;healthy
-10.739010819;-12.046925424;28.460178043;healthy
-10.843643987;-11.910629965;28.886264626;healthy
-10.929002865;-11.737857017;29.296288898;healthy
-10.993711197;-11.529945954;29.685356569;healthy
-11.036609978;-11.288901402;30.048798577;healthy
-11.056793292;-11.017365052;30.382291365;healthy
-11.053639033;-10.718562221;30.681968757;healthy
-11.026832888;-10.396224752;30.944519555;healthy
-10.976384237;-10.05449353;31.167265678;healthy
-10.90263298;-9.6978053;31.348216906;healthy
-10.806246766;-9.330769593;31.486099735;healthy
-10.688208592;-8.958042147;31.580359658;healthy
-10.549795276;-8.584201318;31.631137851;healthy
-10.39254776;-8.21363352;31.639224873;healthy
-10.218234621;-7.850432823;31.605995258;healthy
-10.028810477;-7.498318616;31.533327756;healthy
-9.826371128;-7.160573748;31.423516405;healthy
-9.613107337;-6.840004113;31.279177605;healthy
-9.39125908;-6.538919228;31.103157959;healthy
-9.163071891;-6.259132199;30.898446949;healthy
-8.930756716;-6.001976545;30.66809762;healthy
-8.696454302;-5.76833682;30.415157491;healthy
-8.462204904;-5.558689665;30.142610965;healthy
-8.229923685;-5.37315195;29.853333642;healthy
-8.001381946;-5.211532892;29.550058246;healthy
-7.778194022;-5.073387398;29.235351335;healthy
-7.561809492;-4.958068367;28.911599588;healthy
-7.353510202;-4.864776166;28.581004246;healthy
-7.154411479;-4.792604009;28.245582244;healthy
-6.965466881;-4.740578417;27.907172559;healthy
-6.787475804;-4.707694301;27.567446434;healthy
-6.621093284;-4.692944567;27.2279203;healthy
-6.466841386;-4.695344346;26.889970377;healthy
-6.325121623;-4.71395017;26.554848141;healthy
-6.196227907;-4.747874491;26.223696013;healthy
-6.080359634;-4.796296032;25.897562803;healthy
-5.977634546;-4.858466473;25.57741856;healthy
-5.8881011;-4.933713977;25.264168617;healthy
-5.81175013;-5.021444012;24.95866671;healthy
-5.748525641;-5.121137919;24.661727095;healthy
-5.698334623;-5.232349585;24.37413568;healthy
-5.66105582;-5.354700551;24.096660189;healthy
-5.636547398;-5.487873825;23.830059392;healthy
-5.624653512;-5.631606603;23.575091479;healthy
-5.62520976;-5.785682059;23.332521595;healthy
-5.638047544;-5.949920324;23.103128604;healthy
-5.662997366;-6.12416872;22.887711071;healthy
-5.699891074;-6.30829129;22.687092487;healthy
-5.748563092;-6.502157632;22.502125688;healthy
-5.808850655;-6.705631018;22.333696413;healthy
-5.880593084;-6.918555775;22.182725913;healthy
-5.963630099;-7.140743895;22.050172468;healthy
-6.057799203;-7.371960828;21.937031657;healthy
-6.162932133;-7.611910441;21.844335147;healthy
-6.278850398;-7.860219147;21.773147785;healthy
-6.405359898;-8.11641923;21.724562656;healthy
-6.542244644;-8.379931447;21.699693812;healthy
-6.689259588;-8.650047064;21.699666293;healthy
-6.846122586;-8.925909542;21.725603046;healthy
-7.012505543;-9.206496213;21.77860836;healthy
-7.188024796;-9.490600383;21.859747416;healthy
-7.372230843;-9.776814455;21.970021602;healthy
-7.564597532;-10.063514817;22.110339323;healthy
-7.764510915;-10.348849376;22.281482115;healthy
-7.971257992;-10.630728832;22.484066087;healthy
-8.184015659;-10.906822917;22.718498887;healthy
-8.40184024;-11.174562963;22.98493272;healthy
-8.623658058;-11.431152262;23.283214275;healthy
-8.848257594;-11.673585725;23.612832852;healthy
-9.074283844;-11.898680239;23.972868433;healthy
-9.300235556;-12.103116974;24.36194195;healthy
-9.524466069;-12.283496522;24.778170488;healthy
-9.745188506;-12.436407237;25.219130581;healthy
-9.960486004;-12.558506467;25.681833085;healthy
-10.168327641;-12.646613461;26.162713253;healthy
-10.366590507;-12.697811748;26.657639488;healthy
-10.553088206;-12.709557645;27.161943842;healthy
-10.725605761;-12.679790464;27.670476509;healthy
-10.881940537;-12.60703898;28.177685399;healthy
-11.019948413;-12.490517997;28.677720355;healthy
-11.372885113;-21.427240857;28.485966957;healthy
-13.785930492;-32.23097127;29.913686195;broken
-18.212740279;-46.264487966;34.420955786;broken
-24.945159723;-64.569125699;44.736354984;broken
-34.454911558;-87.003304894;65.377569882;broken
-47.066525958;-109.886640317;101.871903935;broken
-62.143353404;-121.997047254;154.915913416;broken
-76.508239928;-104.546757584;207.338365851;broken
-83.237484166;-50.878975753;225.73740471;broken
-75.471442147;8.539119134;203.726668073;broken
-55.308907439;41.977680382;169.941159747;broken
-31.960126362;52.365417061;143.863377049;broken
-11.721995941;53.434097255;128.11074406;broken
3.915466426;53.00315556;120.205398446;broken
15.696511819;53.557914759;117.955441564;broken
24.783248524;55.120945745;120.076710706;broken
32.064295857;56.712415716;125.658532384;broken
37.979844623;56.970145;133.585766675;broken
42.537516714;54.613546694;142.196360005;broken
45.435763909;49.016458628;149.395833727;broken
46.295130642;40.700143619;153.314692536;broken
44.952333756;31.270906407;153.112797267;broken
41.668791192;22.649379911;149.230553328;broken
37.104132485;16.166254765;142.886684215;broken
32.079041832;12.216520201;135.352965894;broken
27.312036641;10.512192248;127.543486146;broken
23.280073986;10.513116121;119.97820815;broken
20.216004099;11.726359807;112.916316378;broken
