x;y;z;State_predicted
3.546060612;16.678157792;94.321659114;broken
6.697763935;18.349289146;88.26216889;broken
9.494129986;21.220703904;83.283703916;broken
12.308507726;25.45406528;79.57159983;broken
15.463441539;31.241390636;77.495049051;broken
19.250149322;38.769282289;77.679267841;broken
23.934741234;48.094437655;81.088239203;broken
29.733068375;58.868326884;89.036338583;broken
36.725530417;69.84506933;102.909069714;broken
44.674219756;78.253650643;123.192558793;broken
52.733283169;79.655718706;147.598241634;broken
59.194667698;69.737581748;169.602316747;broken
61.72496707;48.636468044;180.955352204;broken
58.583727304;23.428800998;178.424391149;broken
50.14654499;3.012498595;166.31056778;broken
38.834373855;-8.913736688;151.123436989;broken
27.374827325;-13.906427553;136.79406527;broken
17.467326154;-15.024046582;124.480669022;broken
9.669396697;-14.631615751;114.054281225;broken
3.83715371;-14.086467893;105.105812687;broken
-0.464515475;-14.058853784;97.310156447;broken
-3.727156669;-14.861469794;90.487459643;broken
-6.399391819;-16.663037587;84.584129107;broken
-8.862666803;-19.607976468;79.658745831;broken
-11.441541123;-23.875900236;75.896309564;broken
-14.42578731;-29.697987085;73.656719878;broken
-18.091115256;-37.325447541;73.559089915;broken
-22.707355004;-46.916516537;76.589477841;broken
-28.517553772;-58.270003045;84.16454039;broken
-35.658141598;-70.308571227;97.936838614;broken
-43.974244709;-80.322141182;118.881065266;broken
-52.697739862;-83.523942056;145.216796158;broken
-60.096028389;-74.578461954;170.228896979;broken
-63.571812444;-52.50529411;184.221326347;broken
-60.915848044;-24.687093576;182.496815908;broken
-52.220946972;-1.722594159;169.590030972;broken
-40.101342297;11.63371514;153.195087916;broken
-27.684928512;17.120839081;137.964607703;broken
-16.93154429;18.333601942;125.179920782;broken
-8.467909194;17.995891728;114.614052747;broken
-2.116596973;17.625263351;105.757758843;broken
2.621449505;17.950716541;98.237634692;broken
6.300473594;19.307246782;91.875716356;broken
9.422099159;21.875721468;86.664584603;broken
12.410968513;25.804816008;82.755731025;broken
15.625491912;31.254089151;80.483520579;broken
19.376355249;38.369625922;80.421792397;broken
23.934740211;47.172845224;83.449523595;broken
29.511885414;57.3136109;90.750087574;broken
36.184299531;67.637997923;103.553549647;broken
43.733187145;75.649863446;122.288828358;broken
51.393189457;77.392787148;144.977626554;broken
57.633092903;68.945859824;165.941135594;broken
60.348156964;50.076872095;177.727239636;broken
57.883048595;26.649343292;176.797300939;broken
50.386959323;6.766167606;166.323848697;broken
39.91796931;-5.526443464;152.140166123;broken
29.011310245;-11.084934707;138.207659214;broken
19.388211456;-12.579521272;125.936998645;broken
11.715955602;-12.285524843;115.382209438;broken
5.955600295;-11.586068507;106.214988522;broken
1.745599782;-11.189156668;98.128015064;broken
-1.358741766;-11.424349924;90.925305203;broken
-3.774487724;-12.452458967;84.512228976;broken
-5.857200822;-14.390572161;78.876290315;broken
-7.905209943;-17.38211349;74.086134689;broken
-10.179666795;-21.633658058;70.31615741;broken
-12.928624698;-27.426770809;67.902607735;broken
-16.408179764;-35.096067168;67.43944699;broken
-20.893272741;-44.937763841;69.915143932;broken
